estado,cuenca,subcuenca,estacion,paso
new,GTERRA,SARNEGRO,TISLAS,MAZAN
new,GTERRA,SARNEGRO,TISLAS,PEREI
new,GTERRA,SARNEGRO,TISLAS,PPIEDRAS
new,GTERRA,SARNEGRO,VICHA,AGUIAR
new,GTERRA,SARNEGRO,VICHA,MAZAN
new,GTERRA,SARNEGRO,VICHA,PEREI
new,GTERRA,SARNEGRO,VICHA,PPIEDRAS
new,GTERRA,SDTERRA,ACHAR,SGREGO
new,GTERRA,SDTERRA,ACHAR,TMARDER
new,GTERRA,SDTERRA,BLANQUI,SGREGO
new,GTERRA,SDTERRA,BLANQUI,TMARDER
new,GTERRA,SDTERRA,CARDOZO,SGREGO
new,GTERRA,SDTERRA,CARDOZO,TMARDER
new,GTERRA,SDTERRA,CFARRUCO,SGREGO
new,GTERRA,SDTERRA,CFARRUCO,TMARDER
new,GTERRA,SDTERRA,CLARA,SGREGO
new,GTERRA,SDTERRA,CLARA,TMARDER
new,GTERRA,SDTERRA,CURTINA,SGREGO
new,GTERRA,SDTERRA,CURTINA,TMARDER
new,GTERRA,SDTERRA,ELIBERIA,SGREGO
new,GTERRA,SDTERRA,ELIBERIA,TMARDER
new,GTERRA,SDTERRA,EMBONETE,SGREGO
new,GTERRA,SDTERRA,EMBONETE,TMARDER
new,GTERRA,SDTERRA,EOLAZO,SGREGO
new,GTERRA,SDTERRA,EOLAZO,TMARDER
new,GTERRA,SDTERRA,LPALOMA,SGREGO
new,GTERRA,SDTERRA,LPALOMA,TMARDER
new,GTERRA,SDTERRA,PCUADRA,SGREGO
new,GTERRA,SDTERRA,PCUADRA,TMARDER
new,GTERRA,SDTERRA,PERALTA,SGREGO
new,GTERRA,SDTERRA,PERALTA,TMARDER
new,GTERRA,SDTERRA,PHONDO,SGREGO
new,GTERRA,SDTERRA,PHONDO,TMARDER
new,GTERRA,SDTERRA,PRAMIR,SGREGO
new,GTERRA,SDTERRA,PRAMIR,TMARDER
new,GTERRA,SDTERRA,PSOLA,SGREGO
new,GTERRA,SDTERRA,PSOLA,TMARDER
new,GTERRA,SDTERRA,SGREGO,SGREGO
new,GTERRA,SDTERRA,SGREGO,TMARDER
new,GTERRA,SDTERRA,SJORGE,SGREGO
new,GTERRA,SDTERRA,SJORGE,TMARDER
new,GTERRA,STACUA,ANSINA,BORRA
new,GTERRA,STACUA,ANSINA,COELHO
new,GTERRA,STACUA,ANSINA,CUNAPIRU
new,GTERRA,STACUA,ANSINA,LAGUNA1
new,GTERRA,STACUA,ANSINA,LAGUNA2
new,GTERRA,STACUA,ANSINA,LTOSCAS
new,GTERRA,STACUA,ANSINA,MDIAZ
new,GTERRA,STACUA,ANSINA,NOVIL
new,GTERRA,STACUA,CARANORTE,BORRA
new,GTERRA,STACUA,CARANORTE,COELHO
new,GTERRA,STACUA,CARANORTE,CUNAPIRU
new,GTERRA,STACUA,CARANORTE,LAGUNA1
new,GTERRA,STACUA,CARANORTE,LAGUNA2
new,GTERRA,STACUA,CARANORTE,LTOSCAS
new,GTERRA,STACUA,CARANORTE,MDIAZ
new,GTERRA,STACUA,CARANORTE,NOVIL
new,GTERRA,STACUA,CARASUR,BORRA
new,GTERRA,STACUA,CARASUR,COELHO
new,GTERRA,STACUA,CARASUR,CUNAPIRU
new,GTERRA,STACUA,CARASUR,LAGUNA1
new,GTERRA,STACUA,CARASUR,LAGUNA2
new,GTERRA,STACUA,CARASUR,LTOSCAS
new,GTERRA,STACUA,CARASUR,MDIAZ
new,GTERRA,STACUA,CARASUR,NOVIL
new,GTERRA,STACUA,CLARA,BORRA
new,GTERRA,STACUA,CLARA,COELHO
new,GTERRA,STACUA,CLARA,CUNAPIRU
new,GTERRA,STACUA,CLARA,LAGUNA1
new,GTERRA,STACUA,CLARA,LAGUNA2
new,GTERRA,STACUA,CLARA,LTOSCAS
new,GTERRA,STACUA,CLARA,MDIAZ
new,GTERRA,STACUA,CLARA,NOVIL
new,GTERRA,STACUA,COMBU,BORRA
new,GTERRA,STACUA,COMBU,COELHO
new,GTERRA,STACUA,COMBU,CUNAPIRU
new,GTERRA,STACUA,COMBU,LAGUNA1
new,GTERRA,STACUA,COMBU,LAGUNA2
new,GTERRA,STACUA,COMBU,LTOSCAS
new,GTERRA,STACUA,COMBU,MDIAZ
new,GTERRA,STACUA,COMBU,NOVIL
new,GTERRA,STACUA,CPELADO,BORRA
new,GTERRA,STACUA,CPELADO,COELHO
new,GTERRA,STACUA,CPELADO,CUNAPIRU
new,GTERRA,STACUA,CPELADO,LAGUNA1
new,GTERRA,STACUA,CPELADO,LAGUNA2
new,GTERRA,STACUA,CPELADO,LTOSCAS
new,GTERRA,STACUA,CPELADO,MDIAZ
new,GTERRA,STACUA,CPELADO,NOVIL
new,GTERRA,STACUA,CSAUCES,BORRA
new,GTERRA,STACUA,CSAUCES,COELHO
new,GTERRA,STACUA,CSAUCES,CUNAPIRU
new,GTERRA,STACUA,CSAUCES,LAGUNA1
new,GTERRA,STACUA,CSAUCES,LAGUNA2
new,GTERRA,STACUA,CSAUCES,LTOSCAS
new,GTERRA,STACUA,CSAUCES,MDIAZ
new,GTERRA,STACUA,CSAUCES,NOVIL
new,GTERRA,STACUA,CTRAVIE,BORRA
new,GTERRA,STACUA,CTRAVIE,COELHO
new,GTERRA,STACUA,CTRAVIE,CUNAPIRU
new,GTERRA,STACUA,CTRAVIE,LAGUNA1
new,GTERRA,STACUA,CTRAVIE,LAGUNA2
new,GTERRA,STACUA,CTRAVIE,LTOSCAS
new,GTERRA,STACUA,CTRAVIE,MDIAZ
new,GTERRA,STACUA,CTRAVIE,NOVIL
new,GTERRA,STACUA,CUÑAPIRU,BORRA
new,GTERRA,STACUA,CUÑAPIRU,COELHO
new,GTERRA,STACUA,CUÑAPIRU,CUNAPIRU
new,GTERRA,STACUA,CUÑAPIRU,LAGUNA1
new,GTERRA,STACUA,CUÑAPIRU,LAGUNA2
new,GTERRA,STACUA,CUÑAPIRU,LTOSCAS
new,GTERRA,STACUA,CUÑAPIRU,MDIAZ
new,GTERRA,STACUA,CUÑAPIRU,NOVIL
new,GTERRA,STACUA,EATAQUES,BORRA
new,GTERRA,STACUA,EATAQUES,COELHO
new,GTERRA,STACUA,EATAQUES,CUNAPIRU
new,GTERRA,STACUA,EATAQUES,LAGUNA1
new,GTERRA,STACUA,EATAQUES,LAGUNA2
new,GTERRA,STACUA,EATAQUES,LTOSCAS
new,GTERRA,STACUA,EATAQUES,MDIAZ
new,GTERRA,STACUA,EATAQUES,NOVIL
new,GTERRA,STACUA,EMRIVERA,BORRA
new,GTERRA,STACUA,EMRIVERA,COELHO
new,GTERRA,STACUA,EMRIVERA,CUNAPIRU
new,GTERRA,STACUA,EMRIVERA,LAGUNA1
new,GTERRA,STACUA,EMRIVERA,LAGUNA2
new,GTERRA,STACUA,EMRIVERA,LTOSCAS
new,GTERRA,STACUA,EMRIVERA,MDIAZ
new,GTERRA,STACUA,EMRIVERA,NOVIL
new,GTERRA,STACUA,EMTACUA,BORRA
new,GTERRA,STACUA,EMTACUA,COELHO
new,GTERRA,STACUA,EMTACUA,CUNAPIRU
new,GTERRA,STACUA,EMTACUA,LAGUNA1
new,GTERRA,STACUA,EMTACUA,LAGUNA2
new,GTERRA,STACUA,EMTACUA,LTOSCAS
new,GTERRA,STACUA,EMTACUA,MDIAZ
new,GTERRA,STACUA,EMTACUA,NOVIL
new,GTERRA,STACUA,LAGUNAII,BORRA
new,GTERRA,STACUA,LAGUNAII,COELHO
new,GTERRA,STACUA,LAGUNAII,CUNAPIRU
new,GTERRA,STACUA,LAGUNAII,LAGUNA1
new,GTERRA,STACUA,LAGUNAII,LAGUNA2
new,GTERRA,STACUA,LAGUNAII,LTOSCAS
new,GTERRA,STACUA,LAGUNAII,MDIAZ
new,GTERRA,STACUA,LAGUNAII,NOVIL
new,GTERRA,STACUA,LCALERA,BORRA
new,GTERRA,STACUA,LCALERA,COELHO
new,GTERRA,STACUA,LCALERA,CUNAPIRU
new,GTERRA,STACUA,LCALERA,LAGUNA1
new,GTERRA,STACUA,LCALERA,LAGUNA2
new,GTERRA,STACUA,LCALERA,LTOSCAS
new,GTERRA,STACUA,LCALERA,MDIAZ
new,GTERRA,STACUA,LCALERA,NOVIL
new,GTERRA,STACUA,LHILERA,BORRA
new,GTERRA,STACUA,LHILERA,COELHO
new,GTERRA,STACUA,LHILERA,CUNAPIRU
new,GTERRA,STACUA,LHILERA,LAGUNA1
new,GTERRA,STACUA,LHILERA,LAGUNA2
new,GTERRA,STACUA,LHILERA,LTOSCAS
new,GTERRA,STACUA,LHILERA,MDIAZ
new,GTERRA,STACUA,LHILERA,NOVIL
new,GTERRA,STACUA,LPUENTE,BORRA
new,GTERRA,STACUA,LPUENTE,COELHO
new,GTERRA,STACUA,LPUENTE,CUNAPIRU
new,GTERRA,STACUA,LPUENTE,LAGUNA1
new,GTERRA,STACUA,LPUENTE,LAGUNA2
new,GTERRA,STACUA,LPUENTE,LTOSCAS
new,GTERRA,STACUA,LPUENTE,MDIAZ
new,GTERRA,STACUA,LPUENTE,NOVIL
new,GTERRA,STACUA,LUJAN,BORRA
new,GTERRA,STACUA,LUJAN,COELHO
new,GTERRA,STACUA,LUJAN,CUNAPIRU
new,GTERRA,STACUA,LUJAN,LAGUNA1
new,GTERRA,STACUA,LUJAN,LAGUNA2
new,GTERRA,STACUA,LUJAN,LTOSCAS
new,GTERRA,STACUA,LUJAN,MDIAZ
new,GTERRA,STACUA,LUJAN,NOVIL
new,GTERRA,STACUA,MCORRAL,BORRA
new,GTERRA,STACUA,MCORRAL,COELHO
new,GTERRA,STACUA,MCORRAL,CUNAPIRU
new,GTERRA,STACUA,MCORRAL,LAGUNA1
new,GTERRA,STACUA,MCORRAL,LAGUNA2
new,GTERRA,STACUA,MCORRAL,LTOSCAS
new,GTERRA,STACUA,MCORRAL,MDIAZ
new,GTERRA,STACUA,MCORRAL,NOVIL
new,GTERRA,STACUA,MDIAZ,BORRA
new,GTERRA,STACUA,MDIAZ,COELHO
new,GTERRA,STACUA,MDIAZ,CUNAPIRU
new,GTERRA,STACUA,MDIAZ,LAGUNA1
new,GTERRA,STACUA,MDIAZ,LAGUNA2
new,GTERRA,STACUA,MDIAZ,LTOSCAS
new,GTERRA,STACUA,MDIAZ,MDIAZ
new,GTERRA,STACUA,MDIAZ,NOVIL
new,GTERRA,STACUA,MOIRON,BORRA
new,GTERRA,STACUA,MOIRON,COELHO
new,GTERRA,STACUA,MOIRON,CUNAPIRU
new,GTERRA,STACUA,MOIRON,LAGUNA1
new,GTERRA,STACUA,MOIRON,LAGUNA2
new,GTERRA,STACUA,MOIRON,LTOSCAS
new,GTERRA,STACUA,MOIRON,MDIAZ
new,GTERRA,STACUA,MOIRON,NOVIL
new,GTERRA,STACUA,PATAQUES,BORRA
new,GTERRA,STACUA,PATAQUES,COELHO
new,GTERRA,STACUA,PATAQUES,CUNAPIRU
new,GTERRA,STACUA,PATAQUES,LAGUNA1
new,GTERRA,STACUA,PATAQUES,LAGUNA2
new,GTERRA,STACUA,PATAQUES,LTOSCAS
new,GTERRA,STACUA,PATAQUES,MDIAZ
new,GTERRA,STACUA,PATAQUES,NOVIL
new,GTERRA,STACUA,PCARRETA,BORRA
new,GTERRA,STACUA,PCARRETA,COELHO
new,GTERRA,STACUA,PCARRETA,CUNAPIRU
new,GTERRA,STACUA,PCARRETA,LAGUNA1
new,GTERRA,STACUA,PCARRETA,LAGUNA2
new,GTERRA,STACUA,PCARRETA,LTOSCAS
new,GTERRA,STACUA,PCARRETA,MDIAZ
new,GTERRA,STACUA,PCARRETA,NOVIL
new,GTERRA,STACUA,PCOELHO,BORRA
new,GTERRA,STACUA,PCOELHO,COELHO
new,GTERRA,STACUA,PCOELHO,CUNAPIRU
new,GTERRA,STACUA,PCOELHO,LAGUNA1
new,GTERRA,STACUA,PCOELHO,LAGUNA2
new,GTERRA,STACUA,PCOELHO,LTOSCAS
new,GTERRA,STACUA,PCOELHO,MDIAZ
new,GTERRA,STACUA,PCOELHO,NOVIL
new,GTERRA,STACUA,PCSAUCE,BORRA
new,GTERRA,STACUA,PCSAUCE,COELHO
new,GTERRA,STACUA,PCSAUCE,CUNAPIRU
new,GTERRA,STACUA,PCSAUCE,LAGUNA1
new,GTERRA,STACUA,PCSAUCE,LAGUNA2
new,GTERRA,STACUA,PCSAUCE,LTOSCAS
new,GTERRA,STACUA,PCSAUCE,MDIAZ
new,GTERRA,STACUA,PCSAUCE,NOVIL
new,GTERRA,STACUA,PLAGUNA,BORRA
new,GTERRA,STACUA,PLAGUNA,COELHO
new,GTERRA,STACUA,PLAGUNA,CUNAPIRU
new,GTERRA,STACUA,PLAGUNA,LAGUNA1
new,GTERRA,STACUA,PLAGUNA,LAGUNA2
new,GTERRA,STACUA,PLAGUNA,LTOSCAS
new,GTERRA,STACUA,PLAGUNA,MDIAZ
new,GTERRA,STACUA,PLAGUNA,NOVIL
new,GTERRA,STACUA,PMEDIO,BORRA
new,GTERRA,STACUA,PMEDIO,COELHO
new,GTERRA,STACUA,PMEDIO,CUNAPIRU
new,GTERRA,STACUA,PMEDIO,LAGUNA1
new,GTERRA,STACUA,PMEDIO,LAGUNA2
new,GTERRA,STACUA,PMEDIO,LTOSCAS
new,GTERRA,STACUA,PMEDIO,MDIAZ
new,GTERRA,STACUA,PMEDIO,NOVIL
new,GTERRA,STACUA,PNOVIL,BORRA
new,GTERRA,STACUA,PNOVIL,COELHO
new,GTERRA,STACUA,PNOVIL,CUNAPIRU
new,GTERRA,STACUA,PNOVIL,LAGUNA1
new,GTERRA,STACUA,PNOVIL,LAGUNA2
new,GTERRA,STACUA,PNOVIL,LTOSCAS
new,GTERRA,STACUA,PNOVIL,MDIAZ
new,GTERRA,STACUA,PNOVIL,NOVIL
new,GTERRA,STACUA,PTOSCAS,BORRA
new,GTERRA,STACUA,PTOSCAS,COELHO
new,GTERRA,STACUA,PTOSCAS,CUNAPIRU
new,GTERRA,STACUA,PTOSCAS,LAGUNA1
new,GTERRA,STACUA,PTOSCAS,LAGUNA2
new,GTERRA,STACUA,PTOSCAS,LTOSCAS
new,GTERRA,STACUA,PTOSCAS,MDIAZ
new,GTERRA,STACUA,PTOSCAS,NOVIL
new,GTERRA,STACUA,SANJOAQUIN,BORRA
new,GTERRA,STACUA,SANJOAQUIN,COELHO
new,GTERRA,STACUA,SANJOAQUIN,CUNAPIRU
new,GTERRA,STACUA,SANJOAQUIN,LAGUNA1
new,GTERRA,STACUA,SANJOAQUIN,LAGUNA2
new,GTERRA,STACUA,SANJOAQUIN,LTOSCAS
new,GTERRA,STACUA,SANJOAQUIN,MDIAZ
new,GTERRA,STACUA,SANJOAQUIN,NOVIL
new,GTERRA,STACUA,TRANQUE,BORRA
new,GTERRA,STACUA,TRANQUE,COELHO
new,GTERRA,STACUA,TRANQUE,CUNAPIRU
new,GTERRA,STACUA,TRANQUE,LAGUNA1
new,GTERRA,STACUA,TRANQUE,LAGUNA2
new,GTERRA,STACUA,TRANQUE,LTOSCAS
new,GTERRA,STACUA,TRANQUE,MDIAZ
new,GTERRA,STACUA,TRANQUE,NOVIL
new,GTERRA,STACUA,VEDEN,BORRA
new,GTERRA,STACUA,VEDEN,COELHO
new,GTERRA,STACUA,VEDEN,CUNAPIRU
new,GTERRA,STACUA,VEDEN,LAGUNA1
new,GTERRA,STACUA,VEDEN,LAGUNA2
new,GTERRA,STACUA,VEDEN,LTOSCAS
new,GTERRA,STACUA,VEDEN,MDIAZ
new,GTERRA,STACUA,VEDEN,NOVIL
new,GTERRA,STACUA,VICHA,BORRA
new,GTERRA,STACUA,VICHA,COELHO
new,GTERRA,STACUA,VICHA,CUNAPIRU
new,GTERRA,STACUA,VICHA,LAGUNA1
new,GTERRA,STACUA,VICHA,LAGUNA2
new,GTERRA,STACUA,VICHA,LTOSCAS
new,GTERRA,STACUA,VICHA,MDIAZ
new,GTERRA,STACUA,VICHA,NOVIL
new,PALMAR,SAGSUR,CARDONA,LUGO
new,PALMAR,SAGSUR,CORRAL,LUGO
new,PALMAR,SAGSUR,CPERDIDO,LUGO
new,PALMAR,SAGSUR,ELTALA,LUGO
new,PALMAR,SAGSUR,EMTRINI,LUGO
new,PALMAR,SAGSUR,MARIN,LUGO
new,PALMAR,SAGSUR,PLUGO,LUGO
new,PALMAR,SAGSUR,PSAUCE,LUGO
new,PALMAR,SAGSUR,RODO,LUGO
new,PALMAR,SAGSUR,SADELA,LUGO
new,PALMAR,SAGSUR,SCATAL,LUGO
new,PALMAR,SRIOYI,BARRAPORON,BPORONGOS
new,PALMAR,SRIOYI,BARRAPORON,DURAZ
new,PALMAR,SRIOYI,BARRAPORON,POLADELYI
new,PALMAR,SRIOYI,BARRAPORON,SARDELYI
new,PALMAR,SRIOYI,CCHATO,BPORONGOS
new,PALMAR,SRIOYI,CCHATO,DURAZ
new,PALMAR,SRIOYI,CCHATO,POLADELYI
new,PALMAR,SRIOYI,CCHATO,SARDELYI
new,PALMAR,SRIOYI,CCOLOR,BPORONGOS
new,PALMAR,SRIOYI,CCOLOR,DURAZ
new,PALMAR,SRIOYI,CCOLOR,POLADELYI
new,PALMAR,SRIOYI,CCOLOR,SARDELYI
new,PALMAR,SRIOYI,CHAMANGA,BPORONGOS
new,PALMAR,SRIOYI,CHAMANGA,DURAZ
new,PALMAR,SRIOYI,CHAMANGA,POLADELYI
new,PALMAR,SRIOYI,CHAMANGA,SARDELYI
new,PALMAR,SRIOYI,CRRIUS,BPORONGOS
new,PALMAR,SRIOYI,CRRIUS,DURAZ
new,PALMAR,SRIOYI,CRRIUS,POLADELYI
new,PALMAR,SRIOYI,CRRIUS,SARDELYI
new,PALMAR,SRIOYI,DGALLINAL,BPORONGOS
new,PALMAR,SRIOYI,DGALLINAL,DURAZ
new,PALMAR,SRIOYI,DGALLINAL,POLADELYI
new,PALMAR,SRIOYI,DGALLINAL,SARDELYI
new,PALMAR,SRIOYI,EMDURAZ,BPORONGOS
new,PALMAR,SRIOYI,EMDURAZ,DURAZ
new,PALMAR,SRIOYI,EMDURAZ,POLADELYI
new,PALMAR,SRIOYI,EMDURAZ,SARDELYI
new,PALMAR,SRIOYI,EMTRINI,BPORONGOS
new,PALMAR,SRIOYI,EMTRINI,DURAZ
